id,品名,陽極_過站時間,來料碼,產品狀態,不良名稱,鍛壓模穴號,退火批號,熔鑄批號,鍛壓時間
2093657,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F02-02-03071201XX-F87-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093656,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L04-04-03071601XX-F34-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093655,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F07-02-03071601XX-F85-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093654,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E05-03-03071601XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093653,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-03-03070401XX-F48-XXXXCXXXXXXXX-A107090706207090101-07112601,良品,,創新C-A,03070401,5H18422003G,
2093652,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-03-03071601XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093651,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C07-04-03062401XX-F33-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-15
2093650,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-04-03071601XX-F29-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093649,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L04-01-03071601XX-F47-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093648,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L04-04-03071601XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093647,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H01-03-03062001XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
2093646,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F06-04-03062601XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2093645,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-B06-03-03062001XX-F52-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
2093644,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B07-01-03070401XX-F18-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093643,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G07-02-03071601XX-F53-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-22
2093642,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A06-03-03071201XX-F74-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2093641,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C05-02-03071601XX-F31-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2093640,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M02-01-03062601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2093639,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D06-03-03071601XX-F51-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093638,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G08-01-03071201XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2093637,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-03-03070401XX-F02-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093636,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J02-02-03062601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2093635,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-L07-04-03062401XX-F57-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-16
2093634,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-04-03070401XX-F34-XXXXCXXXXXXXX-A107090706207090101-07112601,良品,,創新C-A,03070401,5H18422003G,
2093633,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-02-03070401XX-F05-XXXXCXXXXXXXX-A107090706207090101-07112601,良品,,創新C-A,03070401,5H18422003G,
2093632,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-03-03070401XX-F13-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093631,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-03-03070401XX-F48-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093630,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F06-01-03062601XX-F51-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093629,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J04-03-03062601XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2093628,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-B07-01-03062001XX-F14-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062001,5H18422001G,2025-08-13
2093627,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E03-04-03071601XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2093626,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-03-03071601XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093625,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-K01-03-03062601XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093624,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D05-02-03070401XX-F34-XXXXCXXXXXXXX-A107090706207090101-07112601,良品,,創新C-A,03070401,5H18422003G,
2093623,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A06-01-03071201XX-F07-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-21
2093622,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F79-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2093620,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G01-04-03062401XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062401,5H18422001G,2025-08-15
2093621,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J01-04-03071601XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2093619,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-01-03070401XX-F17-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093618,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-E02-04-03062601XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2093617,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D07-04-03071201XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2093616,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H04-02-03071601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093615,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A06-03-03071201XX-F09-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2093614,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-01-03070401XX-F30-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2093613,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G03-04-03071601XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2093612,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H02-04-03071201XX-F15-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093611,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-02-03070401XX-F55-XXXXCXXXXXXXX-A107090706207100101-07110401,良品,,創新C-A,03070401,5H18422003G,
2091985,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L04-03-03071601XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,A級面刮傷,FX-102-1#,03071601,5H18422002G,2025-08-21
2093610,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E02-02-03071201XX-F82-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2093609,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-D08-04-03062001XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062001,5H18422001G,2025-08-13
2093608,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-B02-02-03071201XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2093607,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J07-02-03062601XX-F84-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2093606,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H05-02-03062001XX-F05-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
2093605,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-03-03070401XX-F15-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2093604,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-E08-01-03062401XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-15
2093603,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M03-03-03062601XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2093602,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G04-02-03062601XX-F33-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093601,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H08-04-03071201XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2093600,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C07-02-03062601XX-F04-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2093599,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H01-02-03071601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2093598,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G07-02-03071601XX-F44-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2093597,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L03-01-03070601XX-F50-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422002G,2025-08-23
2093596,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-E07-03-03062401XX-F85-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-16
2093595,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D03-01-03071201XX-F16-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2093594,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J06-03-03062601XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2093593,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E08-03-03071601XX-F39-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093592,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-D08-01-03062001XX-F87-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062001,5H18422001G,2025-08-14
2093591,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D06-03-03071601XX-F52-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093590,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D05-02-03071201XX-F51-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093589,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E07-01-03071601XX-F35-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093588,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C03-02-03071601XX-F57-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2093587,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J05-02-03062601XX-F20-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2093586,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A06-02-03071201XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2093585,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-D08-01-03062001XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062001,5H18422001G,2025-08-15
2091984,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H02-04-03062401XX-F43-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,A級面碰傷,FX-602-2#,03062401,5H18422001G,2025-08-19
2093584,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-D05-04-03062001XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062001,5H18422001G,2025-08-13
2093583,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D07-01-03071201XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093582,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E05-05-03071601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2093581,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J05-01-03062401XX-F51-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062401,5H18422001G,2025-08-15
2091983,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-E06-03-03070601XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,A級面碰傷,FX-602-2#,03070601,5H18422003G,2025-08-20
2093580,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H05-02-03071601XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093579,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-G02-01-03070601XX-F07-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03070601,5H18422003G,2025-08-21
2093578,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-K08-04-03071601XX-F25-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093577,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H01-03-03071601XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093576,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G02-02-03062601XX-F28-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093575,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-03-03071601XX-F68-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2093574,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C04-05-03070401XX-F15-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2093573,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-D03-03-03062601XX-F88-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093572,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G03-04-03071601XX-F17-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2093571,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-02-03071601XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2093570,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C08-01-03062401XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062401,5H18422001G,2025-08-15
2093569,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J08-03-03071201XX-F01-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2093568,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D03-01-03071201XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093567,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E05-03-03071601XX-F10-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093566,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E06-02-03071601XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-21
2093565,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F53-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2093564,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-02-03070401XX-F09-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2093563,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G06-04-03071601XX-F36-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093562,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F03-01-03071201XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2093561,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J03-03-03062601XX-F87-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2093560,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E07-03-03071601XX-F57-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093559,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F06-01-03062601XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2093558,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D02-04-03071201XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-21
2093557,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F01-02-03062001XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062001,5H18422001G,2025-08-13
2093556,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-B05-04-03071201XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2093555,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-01-03071601XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093554,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-K03-03-03062401XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2093553,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H08-04-03071801XX-F23-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-25
2093552,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-K01-03-03062601XX-F49-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2093551,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-04-03071601XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093550,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-K05-01-03070601XX-F71-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03070601,5H18422002G,2025-08-20
2093549,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-03-03071601XX-F59-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2093548,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-04-03071601XX-F10-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2093547,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H08-03-03071201XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2093546,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-B06-04-03062001XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
